origin,dest,count
7076,6729,1
6212,6093,3
6702,6376,2
7097,7020,1
6358,6196,3
6907,6213,5
6079,6092,10
7099,6206,1
7078,7045,1
6003,7074,4
7019,6151,12
6152,6364,4
6039,6754,10
6274,6503,1
6062,6160,4
6384,6396,1
6343,6064,3
6273,6260,6
7049,6921,3
6032,6910,4
6016,7047,1
6209,6161,3
6174,6132,4
7045,6006,1
6152,7083,1
6384,7071,2
7063,6250,17
6044,6079,2
7042,6160,3
6501,6123,22
6274,6306,1
6228,6251,1
6155,6202,6
6410,6358,1
6037,6090,2
6190,6916,31
6330,7025,2
6417,6171,1
7064,6336,9
6252,6150,1
7036,7047,1
6383,7117,1
6316,6194,5
7114,7059,2
7023,6393,1
7113,6197,1
6140,6231,1
6070,6035,1
6402,6408,7
6926,6123,4
6304,7069,2
6370,6404,1
6161,6704,1
6247,6163,3
6185,6925,7
6724,6725,1
6189,6002,1
6147,6018,3
6152,6171,4
7019,6344,9
6062,6375,1
7045,6213,13
6102,6901,3
6174,6327,3
6044,6123,2
6209,6374,2
6255,6223,1
7101,7130,1
6912,6035,1
6398,6258,1
6155,6358,1
6752,6913,3
6702,6163,1
6358,7064,12
6147,6142,29
6907,6006,9
6189,6412,1
6187,6099,6
6926,6079,14
6161,6314,4
6149,6083,4
6223,6435,1
6250,6196,6
6224,6356,3
6314,6152,8
6190,6136,3
6123,6004,1
6013,6200,1
7047,7068,60
6202,6100,8
7066,7017,2
6259,6734,3
6381,6236,2
6926,6903,11
6020,6065,1
6217,6133,1
6372,6188,1
6117,6048,6
6231,7082,2
6006,6233,1
6185,6105,1
7141,6921,15
6747,6100,2
6081,6217,1
6224,6746,4
6178,6220,7
6199,7063,3
6044,6903,17
7033,6015,6
6386,6145,1
6412,7123,2
6712,7058,15
6261,4000,1
6434,6092,12
6314,6008,16
6014,6173,4
6709,6707,182
6075,7067,13
6027,6316,2
6117,6112,9
6094,6224,3
6306,6212,7
6163,7035,5
6001,6140,1
6145,6184,11
6728,6232,1
6393,6176,2
6269,6355,5
6359,6151,1
6704,6198,2
6422,7152,1
7003,6064,27
6167,7008,3
7079,7082,3
6281,6119,1
6908,6315,2
6214,6737,1
6132,6150,1
6323,6250,6
7025,6232,6
6727,6901,2
6181,6062,1
6336,6729,1
6017,7080,6
6220,6231,4
6193,6278,1
7011,6734,4
6082,6003,8
6031,6131,1
6064,7069,7
6718,6709,9
7030,6201,4
6019,7141,1
6177,6913,1
6338,7045,3
6201,6704,1
6227,6018,8
6181,6138,9
6047,4002,2
6929,6230,1
7025,6368,1
7022,6141,2
6214,6327,5
6241,6198,1
6169,6374,11
7096,6710,2
7140,7034,4
6397,6011,1
6005,6027,1
6422,7008,2
6302,7092,1
6267,7029,1
7029,4000,1
6085,6370,2
6106,6046,15
6227,6142,2
4000,6124,4
6038,6383,1
7067,6902,3
6193,6322,1
7084,6040,8
6253,7065,14
6201,6314,2
6229,6083,33
6265,6252,1
6130,6196,1
6211,6092,1
6116,7027,2
6753,7006,1
7027,7113,4
6243,6004,2
6406,6025,2
7029,6335,1
6139,6734,1
6061,6161,2
6746,7035,1
6103,7014,1
6387,6397,18
7067,6078,1
6196,6097,3
6340,6065,3
6270,6261,5
7046,6007,3
6015,7046,11
6177,6133,5
6366,6233,5
6198,6156,3
7081,7012,5
6073,6221,16
7008,6210,1
6143,6025,3
7053,6424,6
6181,6918,1
6406,6435,2
6184,7030,84
10002,6209,1
6218,6220,2
6165,6273,1
7072,6111,5
6089,6277,4
7041,6374,3
6277,6112,1
6315,7067,6
6732,6048,2
6366,6369,1
6414,7082,52
6066,6212,15
6251,6344,8
6361,6140,1
6916,6152,13
7124,7028,2
6225,6184,46
6748,6349,1
6191,7003,1
6331,6930,1
6413,6406,1
6735,6261,2
6040,6044,4
6372,6011,1
7074,6073,5
7028,6124,1
6726,6330,1
6163,6311,2
6164,6138,2
6923,6255,17
6131,6387,4
7009,6411,1
6264,6043,9
6750,6916,2
6426,6701,3
6145,6147,9
6327,7149,1
6276,6259,3
6257,6226,1
6202,6099,11
6367,6022,4
6067,6159,4
6150,6174,3
6276,6713,2
6032,7001,1
6100,6904,1
6067,6413,1
6421,6138,1
6264,6119,1
6329,6235,1
6219,6031,1
6394,7121,1
6075,6219,3
6093,6194,3
7074,6129,1
6905,6159,7
6142,6234,1
7009,6001,1
6231,7041,9
6081,7069,1
6192,6913,1
6250,6155,1
6013,7124,1
6200,6925,1
6734,6070,1
6314,6191,3
6733,6259,2
6088,6066,2
7040,6165,25
6067,6003,1
6278,7125,2
6157,6207,10
6367,6178,7
6161,7030,3
6003,6145,1
6091,6008,3
6147,6181,1
7028,6904,6
6212,6245,2
7114,6227,1
7141,6098,1
6750,6136,22
6025,6313,1
6234,6013,1
6384,6140,2
6436,6097,4
6330,6711,4
6174,7003,17
6195,6240,3
6311,6224,6
6221,6020,15
6083,6212,5
7120,6721,1
6062,7051,1
7113,6154,4
6168,6165,11
6377,7043,1
6215,6136,1
6138,6915,1
6187,6100,1
6303,6164,2
6358,6750,2
6261,7011,3
6280,6252,1
7024,6179,6
6924,6906,1
6121,6001,3
6011,6205,1
7127,6118,2
6738,6177,2
6200,6105,1
6503,6906,3
6915,6385,2
6252,6193,5
7036,7084,2
6362,6397,1
6037,6053,1
6012,6011,14
6179,6421,2
7069,6020,7
6191,6327,11
7065,6907,1
6368,6721,3
7035,6177,1
6204,6138,4
6251,6387,2
6741,6062,1
6312,6420,3
6104,6043,108
6087,6375,9
6315,6343,1
6080,6416,3
7041,7050,3
6158,6114,2
6040,6087,14
6389,7028,3
6225,6147,1
6116,6259,1
6216,6322,1
6184,6314,105
6118,6398,2
6230,6174,2
6309,6098,1
6260,6904,5
6307,6413,1
6729,6179,4
6104,6119,10
6204,6062,6
7032,6204,4
6179,6031,1
6203,6701,30
6125,6166,4
6315,6219,2
6222,6234,4
6151,7041,3
7029,7011,1
6130,6155,1
6925,7149,1
7072,6088,1
6321,6255,12
6729,6023,16
6184,6704,12
6211,6051,1
6095,6035,2
6026,6107,1
7008,6389,6
6099,6912,1
6307,6003,3
6427,6099,1
6237,6207,1
6201,7030,9
7014,6928,25
6227,6181,18
7043,7096,1
6042,6041,8
6411,6403,1
7043,6371,9
7084,6083,8
6411,6149,7
6254,6168,6
6154,6013,4
6085,7054,2
6229,6040,1
6057,6072,16
6064,6217,5
6241,6411,1
6186,7035,1
6167,6276,1
6146,6209,2
6901,6164,1
6188,6213,2
6376,6176,6
6214,7003,3
6141,6020,3
7022,6182,1
6927,6332,5
6208,6165,5
6175,6136,16
6338,6361,1
6154,6149,15
6913,6224,3
6711,6168,5
6129,6061,2
6336,7147,15
6258,6915,13
6019,6265,12
7030,7125,3
6063,6164,1
6345,6703,1
7018,6155,2
6411,6013,3
6364,6236,3
7107,7108,1
6194,6092,23
6272,6264,6
7096,7024,1
6241,6001,5
6269,6396,8
6906,6217,1
6908,7031,5
6078,6096,2
6160,6105,16
6927,6268,1
6235,7126,4
6267,6257,6
6099,6132,7
6422,6276,1
6057,6128,1
6132,6193,1
6002,6397,6
6213,6097,4
6246,6228,12
6703,6372,11
6703,6386,5
6113,6118,18
6213,6063,8
6186,6736,1
6162,6917,4
6132,6167,1
6214,6700,1
6908,6322,1
6002,7084,2
7003,6053,28
6078,6062,8
6235,6235,6
6146,7040,3
6359,6166,1
6097,6007,3
6169,6219,8
6302,6752,1
6017,6350,1
6194,6066,1
6336,6254,7
6364,7125,5
7065,6089,3
7030,6236,7
10002,6078,2
6153,6394,1
6385,7081,2
6129,6095,1
6153,7073,8
6310,6002,1
6220,6206,19
6248,6247,10
7140,7003,9
6169,6343,1
6214,6310,1
6246,7061,3
7079,6742,3
6397,6026,1
6213,6139,5
6901,6190,1
6908,6278,4
7056,7051,1
6057,6086,15
6927,7021,8
6364,6398,1
6331,6127,3
7037,6145,3
6175,6098,13
6310,6158,1
6038,7053,7
6277,6905,14
6139,6703,9
6137,6388,2
7119,6106,1
6143,6148,16
6373,6237,3
6701,6340,1
10002,6263,1
7110,7109,4
6328,6149,1
6183,6093,1
6237,7114,4
6265,6265,20
6413,6021,2
7041,6219,2
6177,6104,11
6368,7022,2
6414,6742,1
6015,7071,1
6222,7127,3
6031,6926,2
6125,6192,1
6015,6396,4
6414,6208,1
6204,6096,1
6930,6723,1
6251,6229,1
6347,6731,12
6009,6117,6
6216,7031,14
6061,6156,1
7072,6126,4
7003,6929,2
6021,6280,3
6903,6156,4
6230,6180,6
7053,6159,2
6328,6013,2
6243,6423,1
6406,6402,46
6218,6217,9
6701,6750,3
6243,6169,4
6143,6012,16
6092,7055,12
6073,6216,3
6040,6073,8
6331,6907,4
6170,6277,1
6151,6208,3
6916,6165,3
6087,7066,3
6066,6225,4
6156,6021,4
7035,6183,1
6930,6333,1
6315,7050,3
6912,6412,1
6043,6267,1
7036,7070,2
6252,6167,1
6174,6700,1
6062,6218,1
7019,6229,8
6915,6371,6
6018,6119,25
6912,6158,8
6155,6235,6
6915,7096,4
6065,6031,4
6501,6114,20
6274,6331,1
6226,7040,1
7042,6157,2
6362,7084,2
6209,6219,10
6195,7009,1
6039,6166,1
6228,6266,1
6096,7068,16
6377,6350,10
6185,6912,11
6247,6154,2
6217,6924,1
6907,6421,39
6926,6114,4
6161,6279,2
6233,7073,1
6070,6002,4
6140,6206,4
6168,6191,3
6018,6043,28
6044,6114,8
6174,6310,6
6339,6147,1
6173,6139,20
6126,6386,5
6436,6063,10
6747,6917,1
7045,6224,9
7019,6373,3
6501,6504,114
6152,6146,11
6330,7148,1
6261,6258,13
6233,7129,1
6004,6398,1
6240,6227,1
6215,6098,7
6070,6158,12
6147,6175,13
6702,6154,1
6098,6314,1
6423,6050,8
6332,6333,7
6381,6201,2
6202,6137,5
6259,6703,3
6032,6248,5
6223,6148,6
7040,6191,6
6088,6092,1
6041,7146,18
6013,6237,1
6046,6088,14
6919,6276,1
6314,6165,10
7012,6107,2
7063,6908,1
7033,6178,2
6035,6061,3
6344,6915,16
6157,7114,1
7026,6401,2
6008,7022,2
6217,6104,5
7092,6250,1
6142,7127,2
6020,6052,2
6245,6192,1
6131,6229,4
6176,7031,8
7034,6741,4
6086,6009,1
6150,6180,1
6048,6013,3
6178,6217,6
6398,4000,2
6123,6169,1
6223,6012,7
6393,6141,3
7026,6011,3
6051,6907,3
6136,6410,1
6210,6277,1
6020,6108,6
6231,6208,19
6163,7002,1
6131,6373,6
6306,6225,13
6236,6021,1
6185,6068,1
6394,6368,3
6094,6213,11
6117,6125,1
6196,6139,2
7041,7067,11
7013,6316,2
6225,6170,4
4002,6116,1
7035,6140,1
7069,6017,10
6012,6026,8
7041,6380,8
7065,6930,1
6222,6359,7
6270,7028,1
6321,6338,31
6021,6243,3
6903,6195,20
6307,6424,1
6111,6047,1
7054,7054,18
6230,6143,4
6925,7024,1
6007,6015,11
6137,6211,10
6139,7037,12
6395,6023,1
7020,6173,1
6216,6315,8
6080,6031,4
6087,6752,1
7124,6261,2
6222,6203,3
7014,6065,1
6170,7009,1
6049,6748,29
6015,6355,1
6196,6063,3
6334,6251,2
7032,6233,19
7081,6301,2
6222,6749,3
6349,6379,2
6175,6921,1
6151,6391,7
6218,7069,8
6321,6728,8
6061,6195,1
6184,6279,1
6237,6230,2
6429,6425,15
7060,7142,1
6179,6006,1
6099,6925,2
6026,6130,1
6095,6002,1
6395,6179,1
6073,7068,23
7094,6332,6
6729,6014,48
6211,6066,11
6321,6262,6
6373,7113,2
7027,6200,2
6160,6912,1
7029,7026,12
6184,6733,1
6230,6019,4
6064,6220,12
6158,6903,6
6196,6919,2
6208,6008,1
6345,6324,1
6108,6173,1
6038,6377,9
7043,6346,10
7011,7037,1
6737,6253,1
6193,7031,6
6411,6434,3
6220,7078,2
6743,6093,7
6063,6009,15
7018,6038,3
6739,7075,3
6338,6746,3
6253,6376,1
7004,7004,6
6260,6113,2
6927,6305,3
6059,6184,1
6371,6368,16
6169,6380,4
6403,7083,1
6141,6017,1
6090,7050,60
6169,7067,1
6188,6224,1
6376,6141,2
6113,6081,1
7112,7056,2
6901,6153,1
6148,7018,2
6404,6407,2
6154,6434,1
6272,6253,1
6017,6393,27
6206,6093,3
6153,6357,2
6345,6734,3
6385,7042,1
6364,6201,3
6085,7139,1
6913,6213,2
6716,7091,4
6017,7074,3
6208,6152,2
6146,6364,2
6901,6009,1
6260,6503,2
7079,6391,1
6181,6096,4
7149,6195,3
6267,6260,10
6099,6105,12
6026,6910,1
7079,7076,1
7003,6090,21
6908,7006,1
6146,7083,2
6023,7038,5
6371,6232,2
6138,6058,1
6393,6182,1
6145,6170,2
6119,6027,3
6407,6749,1
6923,6262,6
7073,6727,1
6053,6122,1
6136,6199,142
7074,6044,4
6372,6026,2
6142,6359,10
6014,6187,9
6041,6338,1
6919,7008,1
6067,6424,10
6749,6035,7
6745,6912,12
6032,7036,3
6150,6143,12
6335,6083,1
6415,6019,1
6341,6709,1
6199,6370,16
6367,6015,6
7103,7102,1
6381,6398,1
6733,6334,65
6190,6098,1
6176,6315,1
6053,6078,5
6231,7076,3
7009,6036,16
6142,6203,1
6020,6091,2
7026,6188,3
7028,6503,14
7021,7046,3
6008,6306,2
6215,6921,2
6245,6151,1
6923,6338,7
6301,6195,1
6029,6379,9
6142,6749,1
6178,7069,3
6157,6230,4
6224,7045,7
6276,6334,9
7040,6152,2
6346,6130,1
6313,7068,1
6910,6417,1
6171,6066,1
6200,6912,20
6250,6162,5
7080,6089,1
6381,7125,4
6150,6019,4
6304,6220,2
6098,7030,11
6212,6738,26
6921,7143,1
6233,6747,3
6053,6902,59
7024,6014,1
6140,7078,14
6702,6197,1
6705,7059,15
6423,6093,1
7148,6347,1
6100,6113,3
6062,7066,6
6083,6225,4
6209,6380,1
6221,6017,8
7127,6075,1
6311,6213,1
6195,6277,4
6209,7067,7
6152,6185,1
6207,6241,1
7031,6027,7
7153,7152,6
6112,6253,1
6022,6057,2
6168,6418,1
7078,6019,1
6261,7026,3
6280,6265,23
6187,6137,26
6134,6005,7
7050,7069,3
6079,6329,1
6168,6152,2
7113,6163,15
6128,7039,1
6710,7130,1
6346,6910,8
6330,6336,5
7064,7025,11
6200,6132,1
6100,6049,15
6745,6068,2
6343,7038,2
7042,6194,1
6043,7143,1
6419,6044,1
7031,6213,5
6176,6901,4
7082,6321,2
7019,6184,2
6126,6171,4
6195,6043,2
6221,6223,20
7127,6241,3
6173,7029,1
6330,6058,2
6155,6198,1
6083,6011,1
6003,6346,1
6921,6090,25
6133,6142,4
7113,6747,2
6233,6039,2
6391,6370,1
6187,6713,1
6212,6046,1
6702,7044,29
6268,6347,2
6147,7065,4
6025,6110,1
6058,6038,3
6187,6259,1
6249,6338,3
6304,6014,1
6091,6741,3
6234,6210,1
6079,6047,33
7108,7142,2
6273,7008,2
6221,6379,1
6039,6391,10
6228,6091,1
6200,6306,1
6915,6186,6
6384,6219,1
6195,6119,3
6043,6090,6
6344,7025,15
7045,6189,7
6083,6401,2
6226,6150,1
6316,6354,2
4001,6136,1
6134,6231,2
7097,6702,2
6004,6035,38
6249,6262,14
6233,6163,8
6280,6051,1
6096,6432,2
6249,6728,6
6928,6222,9
6168,7081,4
6263,6913,1
6176,6121,2
6369,7007,2
6250,6746,2
7061,6243,1
6910,6233,9
6434,6718,5
6747,7027,3
6503,6735,1
7047,6015,4
6749,6201,1
6734,6329,2
6020,7018,3
6072,6369,9
6163,6112,8
6053,6316,1
7028,6327,13
6001,7067,1
6131,6184,13
7052,6026,9
6421,6261,16
6707,6406,5
6145,6344,1
6752,7014,1
6075,6140,1
6119,6213,1
6202,7027,2
6171,6252,1
6190,7011,4
6734,6273,6
6224,6196,30
7012,7017,2
7047,6405,24
6157,6004,1
6048,7059,1
7009,6748,1
6407,6427,1
6138,6336,1
7028,6737,2
6008,6132,12
6217,7014,17
7021,6195,2
7009,6202,5
6072,6233,2
6093,7070,1
6029,6407,6
6301,7046,1
6142,6037,1
6306,6188,4
6167,6075,2
6216,6901,2
6078,7028,2
7058,6080,1
7022,7066,2
6324,7004,19
6141,6223,3
6901,7080,22
6704,6202,6
6404,6379,1
6213,7029,5
6050,6058,1
6927,6131,2
6730,6704,6
6191,6904,3
7065,6324,1
6153,6039,1
6038,6409,5
6038,6143,2
4000,7003,1
6227,7065,1
6229,6243,2
6064,6014,2
6154,6210,1
6711,6231,1
7147,6260,1
6371,6006,6
6241,6202,3
6906,6014,3
6704,6358,8
6359,6391,1
7070,6707,1
6357,6250,4
6002,6194,1
6146,6150,3
7065,6734,7
6338,6162,6
6175,6335,1
6208,6366,1
6063,7080,15
6913,6027,1
7062,6057,19
6019,6066,3
6254,6231,4
6368,6912,1
6153,6163,23
6411,6210,2
6275,6704,1
6385,6191,2
6208,7081,1
6064,6404,17
6903,7046,5
6904,6188,1
7020,6347,2
6216,6121,1
6007,6221,3
6184,6117,7
7053,7049,14
7001,6338,2
6137,6025,1
6754,6718,1
6406,7058,9
6918,6253,1
6340,7018,2
7032,6417,2
6049,6426,3
6191,6124,4
5003,6012,1
7035,6374,24
6203,6112,2
7069,6223,1
6012,6212,4
6251,6184,11
6179,6368,1
6361,6380,1
6345,6930,17
6225,6344,2
6277,7035,3
6315,6140,1
6368,6068,1
6183,6264,1
6729,6220,2
6211,6252,3
7001,6728,5
6116,6100,2
6307,6200,7
6179,6232,3
6387,6157,1
6049,6036,27
6122,6406,1
6258,6336,12
6015,6161,3
6196,6257,4
6368,6132,1
6435,6080,32
6177,7014,1
6312,6233,1
6349,6407,16
7014,6251,1
6080,6205,4
7123,6736,7
6068,6503,2
6061,7046,1
6222,6037,3
6066,6188,1
6117,6701,5
6231,6166,5
6001,6219,2
6924,7001,1
6093,6354,2
6245,7041,3
6217,6330,1
6138,7012,2
6394,6006,1
7021,6156,1
6136,6234,12
6313,6432,3
6274,6925,2
6178,6179,12
6041,6095,3
6081,6404,2
6346,7020,4
7040,7042,10
6503,7001,126
6088,7141,5
6013,6003,13
6224,6155,7
6123,6207,1
7064,6915,2
6086,7080,1
6747,6259,1
6250,7072,1
6094,6027,2
6700,7041,2
6236,6215,2
6053,7032,2
6131,6147,2
6075,6183,5
6145,6387,1
7026,6225,4
6919,6118,3
6278,6412,1
7061,6280,1
6199,6187,9
6043,6929,2
6032,6126,7
7049,6117,1
7033,6216,2
6205,6070,137
6048,6227,1
6335,6274,2
6178,6023,6
6386,6346,6
6013,6413,3
6910,7117,1
6747,6303,1
6124,6174,2
6259,6127,1
6070,6236,1
6140,6032,6
7050,6433,1
6424,6117,2
6234,6389,1
6261,6136,4
7057,6350,1
6051,6249,8
6187,7027,28
6166,6264,2
6168,7042,3
6402,6341,5
6215,7011,7
6134,7115,1
6274,6105,1
6155,6001,2
6083,6188,4
6065,6205,14
7122,6917,1
6128,6129,1
6107,6097,2
6200,7022,5
6738,7050,2
6362,6157,1
6192,7014,2
7038,6062,4
6043,6053,5
6133,6181,3
6266,6245,3
7050,6023,7
6147,6341,1
6268,7063,4
6750,7011,2
6702,7087,18
6240,6013,1
6405,6032,6
6370,6217,1
6161,6117,5
7141,6712,1
6149,6280,4
6384,6380,1
6344,6711,1
7019,6147,2
6152,6372,24
6100,7003,5
6039,6742,4
6062,6176,1
6155,6411,32
6273,6276,1
6195,6080,2
6209,6177,14
6174,6124,2
6128,6073,12
6018,6277,1
6259,6907,10
6912,6236,1
6151,6166,2
6170,6119,1
7046,6204,21
6435,6043,27
6361,6753,1
7083,6910,1
7060,6052,4
6073,6432,15
6420,6070,1
6265,6051,4
6218,6179,5
6130,6395,2
7072,6248,1
6701,6174,4
7008,6149,1
6073,6178,22
6052,6107,4
7029,6136,95
6130,7072,3
7072,6702,1
6158,7033,1
7041,6177,3
6196,7029,1
6741,7145,2
6279,7137,3
6713,6234,2
6156,6215,2
6361,6343,4
6033,7149,25
6315,6183,2
6225,6387,1
6366,6420,6
6170,6043,3
6143,6226,1
6116,6099,27
6073,6022,5
7020,6384,2
7008,6013,1
6374,7097,1
6230,7053,1
6309,6712,9
6328,6227,3
6165,6070,4
6118,6158,1
6903,6362,2
7119,6722,1
6727,6732,14
6374,6370,20
6120,6149,1
6310,6236,5
6220,6032,18
6154,6389,8
7044,7125,5
6063,7043,1
6194,6718,7
6331,6249,2
7018,6395,1
6085,6029,2
6385,6152,17
6017,6164,3
6208,7042,1
6194,6252,1
6175,7011,3
6331,6703,1
6108,7139,1
5003,5003,2
7022,6218,3
6114,6105,29
6097,6233,3
6235,6001,3
6148,6052,7
6248,6129,17
6232,6228,1
7022,6752,2
6002,6157,4
7149,6362,1
6213,6257,2
6929,6169,4
6146,6193,4
6076,6397,10
7030,6158,3
6085,6173,9
6036,6041,5
6042,6281,1
6038,6180,20
6220,6168,1
6193,6121,3
6120,6013,7
6201,6117,1
7037,6371,1
6229,6280,10
6232,6372,1
6704,7126,1
6235,6411,5
6929,6033,1
6359,6208,6
6097,6369,3
6169,6177,30
6248,6073,17
6005,6224,3
6186,6112,1
7025,6421,2
6232,7095,1
6260,6310,2
6181,7028,9
6169,6183,11
6704,6235,1
6141,6214,3
6188,6027,2
6059,7060,2
6023,6086,7
6267,6139,1
6371,6421,4
6154,6227,4
6229,6274,2
6364,6158,2
6418,6095,1
6175,6258,8
7043,6145,2
6038,6174,7
6275,6323,1
6730,6733,1
6359,7041,5
6146,6167,1
6703,6146,1
7149,6396,3
6167,6118,2
6357,6267,1
6132,7040,1
6281,7009,2
6076,7084,1
6241,6235,11
6213,7144,1
7077,6053,1
6906,6023,2
7147,6257,1
6064,6433,17
6103,6924,1
6746,6905,2
7065,6249,34
6031,7021,1
6063,6350,1
6153,6154,11
6364,6002,8
6411,6227,7
6254,6206,1
7062,6060,2
6275,6733,16
6129,6255,1
6368,6925,1
6064,6179,2
6338,6155,1
6194,7141,19
7065,6703,2
6927,6926,2
6374,6384,5
6903,6396,2
6021,6040,16
6230,6340,1
6165,6084,1
6237,6169,30
6137,6012,6
7029,6098,5
6007,6216,2
6184,6120,2
6216,6116,1
6395,6220,1
6267,6919,7
6903,7071,3
6125,6208,1
6315,6177,1
7013,6115,4
4002,6315,1
6225,6373,3
6068,6124,1
6345,6907,1
7081,6058,3
6334,6108,1
6258,6711,3
6333,6321,4
7067,7032,1
7086,6271,1
6012,6225,2
7069,6214,4
6049,6411,1
7032,6420,1
6122,6021,1
7124,6138,1
7041,6183,6
6137,6148,15
6307,6237,5
6143,6388,4
6095,6201,1
6230,6750,8
6116,6137,2
6701,6180,3
6321,6061,1
6729,6217,6
6211,6265,3
6243,7114,1
6328,6389,3
6408,6313,3
6139,6089,1
6130,6361,1
7027,6003,1
6061,7071,6
7014,6266,1
7124,6062,1
6225,6229,7
6368,6105,3
6196,6260,4
6015,6156,5
6191,6503,18
6049,6001,3
6179,6205,12
6387,6160,1
6151,6192,2
6083,6026,12
6100,6310,1
6128,6087,2
6209,6183,6
7127,6276,1
6221,6214,16
7017,6072,2
6044,7033,7
6383,6417,56
6062,6182,3
6152,6386,9
6384,6374,2
7031,6224,3
6733,6917,1
6079,6070,102
6234,6227,29
6149,6274,3
7146,6085,23
6215,6258,3
6147,7052,1
6750,6302,7
6268,6370,3
7024,6217,8
6163,6905,6
6322,6275,1
6702,6394,2
6133,6175,3
6039,7041,3
7038,6096,3
6107,6063,23
6276,6917,2
6252,7040,11
7036,6157,7
6200,6331,3
6383,6007,2
7017,6128,1
7082,6706,1
6173,7144,2
6192,6307,1
6022,6254,2
6112,6050,1
6928,6215,2
6926,7033,8
6096,6405,18
6233,6154,8
6280,6066,2
7114,6403,1
6249,6255,38
6004,6002,1
6187,6334,1
6750,6258,3
7113,6360,1
6402,7052,3
6247,7073,3
7040,6741,1
6747,7010,1
6335,6280,3
6157,6169,39
6910,6204,4
7061,6274,2
7080,7037,14
6199,6173,2
6367,6216,1
6176,6116,6
6733,6137,1
6503,6248,3
6409,10002,4
6393,6381,3
6245,6208,7
6075,6177,2
6354,6073,4
6264,6277,7
6001,7050,1
7028,6310,5
6138,6711,1
6163,6125,1
6393,7066,2
7144,6043,1
7074,6247,6
7095,7004,1
6905,6237,1
6412,6169,1
6035,7146,2
6157,6033,1
6032,6088,3
7047,6432,6
6086,7074,1
6276,6137,2
6503,6312,7
6150,6750,4
6388,6329,1
6046,6248,3
6041,6061,3
6190,7026,5
6330,6915,3
6171,6265,2
6360,6165,1
7066,6107,3
6250,6361,4
6259,6089,1
6263,6104,4
6301,7071,1
7052,6401,11
6072,6204,7
6093,7047,1
7139,6031,1
6700,6208,1
6145,6229,1
6008,6105,1
6372,7098,2
6053,6731,2
6136,7127,2
6375,6156,1
6219,6205,12
6231,6192,4
6104,7009,1
6502,6059,1
6196,7144,1
6177,6307,6
6340,6251,1
6066,6436,1
6748,6027,3
7046,6233,1
6061,6355,1
7048,7015,11
6151,6151,10
6130,7045,1
6052,6130,1
6701,6409,1
6903,6745,1
7054,6029,5
7081,10002,1
6243,6230,11
6406,6211,2
6218,6404,1
6427,6724,8
6026,7017,1
6701,6143,2
6401,6038,4
6265,6066,1
6118,6035,20
6307,7113,9
6073,6405,1
7046,6369,3
7035,7067,9
6361,6374,2
6156,6222,3
6066,6026,3
6916,7081,4
6204,7028,3
6047,6059,2
6389,6138,1
6089,6043,1
7041,6140,2
6222,6199,10
6158,7004,1
6374,6347,30
6727,6705,3
6186,6905,1
6021,6083,14
6701,6019,4
6218,6014,2
6328,6210,1
6165,6047,1
6262,6315,2
6729,7069,28
6073,6015,48
6754,7141,2
6143,6211,4
6175,7026,4
6127,6357,2
6194,6265,3
6331,6734,7
7083,6107,2
7030,6035,4
7100,6231,1
6385,6165,12
6017,6153,2
6153,6197,2
6063,6393,1
6019,6092,1
6101,6101,6
4000,6700,32
6063,7074,7
6220,6005,2
6310,6201,2
6338,6196,3
6206,6719,1
7025,6006,1
6213,6260,4
6725,7034,1
6214,6503,2
6908,6121,1
6005,6349,2
6305,6232,2
6148,6065,1
6269,6161,1
6097,6204,9
6114,6132,58
6214,6049,3
10002,7144,8
6913,6189,1
6331,6324,4
6363,7055,2
6127,6747,9
6201,6120,1
7084,6274,1
6106,6738,2
6227,7091,1
6227,6376,1
7011,6110,13
6106,6272,1
6254,7078,1
6930,6910,2
6305,6368,9
6357,7019,9
6005,6213,4
6248,6044,6
6059,6344,2
6214,6113,9
6169,6140,31
7149,6745,1
6114,6068,1
6901,7074,3
7115,6358,2
6925,6923,3
6376,6381,17
6246,6185,1
6113,6241,1
6929,6004,3
6901,6393,9
6281,6277,1
6425,7015,12
6136,6203,3
6421,7028,3
6093,7084,4
6027,6078,4
6138,7025,1
6217,6307,14
6245,7076,1
7021,6161,1
6093,6363,2
6136,6749,1
6245,6391,3
6182,6118,1
6924,7036,1
6231,6151,3
6250,7045,5
6332,6130,3
6381,6002,13
6314,7081,11
7068,6005,2
6503,7036,11
6346,7017,3
6081,6433,10
6032,6501,8
6124,6019,3
6313,6405,7
6724,6921,8
7026,6212,1
6086,6350,8
6006,6417,1
6274,6912,1
6700,6391,13
10002,6090,1
6709,6079,1
6182,6042,3
6131,6170,2
6136,6359,9
6164,7028,13
6142,6199,3
6301,6745,3
6381,6412,2
6124,6143,3
6341,6083,1
6224,6038,2
6150,6383,1
6178,6014,10
6386,6371,15
6205,6047,46
6013,6424,4
7068,6415,1
6081,6023,1
7033,6221,15
7080,6313,2
6747,6334,5
6731,6912,1
6102,6315,1
6381,6158,1
6190,6258,4
6434,7141,4
7125,6273,1
6223,6211,7
6112,6093,1
6247,6357,3
6215,7026,2
6189,6236,1
6051,6734,1
6240,6434,1
6166,6253,1
6327,6923,1
6233,6197,4
7050,6404,1
6907,6368,8
6140,6005,9
6070,6201,5
6058,6196,2
7024,7069,1
6039,7082,3
6043,6064,7
6332,6910,1
6252,6364,1
6738,7067,15
