RackID,Address,Ward,Community Area,Community Name,TotInstall,Latitude,Longitude,Historical,F12,F13,LOCATION
850,150 N Wacker Dr,42,32,Loop,1,41.884589,-87.637162,0,41.884589,-87.637162,"(41.884589, -87.637162)"
5896,1742 W Wilson Ave,47,3,Uptown,1,41.96533,-87.672755,1,41.96533,-87.672755,"(41.96533, -87.672755)"
5236,2100 W Irving Park Rd,47,5,North Center,1,41.954201,-87.681326,1,41.954201,-87.681326,"(41.954201, -87.681326)"
4296,2300 N Western Ave,1,22,Logan Square,1,41.923471,-87.687691,1,41.923471,-87.687691,"(41.923471, -87.687691)"
2170,1642 N Besly Ct,32,24,West Town,1,41.911573,-87.663859,1,41.911573,-87.663859,"(41.911573, -87.663859)"
6118,1200 N Ashland Ave,1,24,West Town,2,41.90344,-87.667608,1,41.90344,-87.667608,"(41.90344, -87.667608)"
4876,1003 N Leavitt St,32,24,West Town,1,41.899628,-87.681865,1,41.899628,-87.681865,"(41.899628, -87.681865)"
1486,2044 E 71st St,5,43,South Shore,2,41.766366,-87.575287,1,41.766366,-87.575287,"(41.766366, -87.575287)"
3933,1685 N Throop St,32,24,West Town,3,41.913619,-87.661049,1,41.913619,-87.661049,"(41.913619, -87.661049)"
2611,1443 W Division St,27,24,West Town,1,41.903352,-87.664295,1,41.903352,-87.664295,"(41.903352, -87.664295)"
2453,1953 N Clybourn Ave,32,7,Lincoln Park,1,41.916846,-87.657664,1,41.916846,-87.657664,"(41.916846, -87.657664)"
3208,1151 S Lake Shore Dr,2,33,Near South Side,1,41.868471,-87.617563,1,41.868471,-87.617563,"(41.868471, -87.617563)"
7106,2109 W Chicago Ave,1,24,West Town,1,41.895749,-87.679923,0,41.895749,-87.679923,"(41.895749, -87.679923)"
778,1629 N Ashland Ave,1,24,West Town,1,41.911243,-87.667588,0,41.911243,-87.667588,"(41.911243, -87.667588)"
1077,1632 W Belmont Ave,32,6,Lake View,1,41.939819,-87.669688,0,41.939819,-87.669688,"(41.939819, -87.669688)"
5356,2020 W Schiller St,1,24,West Town,2,41.907256,-87.678023,1,41.907256,-87.678023,"(41.907256, -87.678023)"
5136,2111 N Halsted St,43,7,Lincoln Park,1,41.920317,-87.648403,1,41.920317,-87.648403,"(41.920317, -87.648403)"
817,110 E 23rd St,2,33,Near South Side,1,41.851248,-87.623476,0,41.851248,-87.623476,"(41.851248, -87.623476)"
492,2057 W North Ave,1,24,West Town,2,41.910301,-87.678888,0,41.910301,-87.678888,"(41.910301, -87.678888)"
2933,11446 S Halsted St,34,75,Morgan Park,2,41.686021,-87.642425,1,41.686021,-87.642425,"(41.686021, -87.642425)"
2631,1210 W Elmdale Ave,48,77,Edgewater,1,41.990995,-87.660753,1,41.990995,-87.660753,"(41.990995, -87.660753)"
4180,1001 W Wrightwood Ave,32,7,Lincoln Park,2,41.928845,-87.653961,1,41.928845,-87.653961,"(41.928845, -87.653961)"
2337,1330 W Chicago Ave,27,24,West Town,2,41.89629,-87.660619,1,41.89629,-87.660619,"(41.89629, -87.660619)"
6162,1 E Wacker Dr,42,32,Loop,1,41.886752,-87.627907,1,41.886752,-87.627907,"(41.886752, -87.627907)"
4989,222 S Riverside Plz,2,28,Near West Side,1,41.878964,-87.638665,1,41.878964,-87.638665,"(41.878964, -87.638665)"
4158,1770 W Wilson Ave,47,3,Uptown,1,41.965319,-87.67333,1,41.965319,-87.67333,"(41.965319, -87.67333)"
3085,11010 S Kedzie Ave,19,74,Mount Greenwood,2,41.693027,-87.701054,1,41.693027,-87.701054,"(41.693027, -87.701054)"
3425,225 N Michigan Ave,42,32,Loop,1,41.886106,-87.624358,1,41.886106,-87.624358,"(41.886106, -87.624358)"
2091,1444 W Augusta Blvd,27,24,West Town,1,41.899895,-87.664338,1,41.899895,-87.664338,"(41.899895, -87.664338)"
7025,1122 W 63rd St,16,68,Englewood,1,41.77977,-87.652943,0,41.77977,-87.652943,"(41.77977, -87.652943)"
4028,130 S Wacker Dr,2,32,Loop,1,41.880239,-87.637142,1,41.880239,-87.637142,"(41.880239, -87.637142)"
6278,1548 W Balmoral Ave,40,77,Edgewater,2,41.97997,-87.668993,1,41.97997,-87.668993,"(41.97997, -87.668993)"
3167,100 S Lake Shore Dr,42,32,Loop,4,41.88085,-87.61757,1,41.88085,-87.61757,"(41.88085, -87.61757)"
5999,140 N Ashland Ave,27,28,Near West Side,2,41.884474,-87.667086,1,41.884474,-87.667086,"(41.884474, -87.667086)"
5231,1664 N California Ave,1,24,West Town,1,41.912088,-87.697083,1,41.912088,-87.697083,"(41.912088, -87.697083)"
6476,230 S Wabash Ave,42,32,Loop,1,41.879071,-87.626256,0,41.879071,-87.626256,"(41.879071, -87.626256)"
4078,1201 N Wells St,43,8,Near North Side,1,41.903971,-87.634309,1,41.903971,-87.634309,"(41.903971, -87.634309)"
2461,101 S Columbus Dr,32,42,Woodlawn,4,41.88082,-87.62064,1,41.88082,-87.62064,"(41.88082, -87.62064)"
6920,1351 N Western Ave,1,24,West Town,1,41.906164,-87.686901,0,41.906164,-87.686901,"(41.906164, -87.686901)"
4374,112 S Michigan Ave,42,32,Loop,3,41.880662,-87.624619,1,41.880662,-87.624619,"(41.880662, -87.624619)"
6536,1746 N Wells St,43,7,Lincoln Park,2,41.913925,-87.634934,0,41.913925,-87.634934,"(41.913925, -87.634934)"
2493,11101 S Cottage Grove Ave,9,50,Pullman,1,41.692645,-87.609758,1,41.692645,-87.609758,"(41.692645, -87.609758)"
5039,2200 N Lincoln Ave,43,7,Lincoln Park,1,41.921936,-87.644131,1,41.921936,-87.644131,"(41.921936, -87.644131)"
6299,107 E 111th St,9,49,Roseland,1,41.692488,-87.620678,1,41.692488,-87.620678,"(41.692488, -87.620678)"
5243,2100 W 95th St,19,72,Beverly,1,41.721188,-87.67495,1,41.721188,-87.67495,"(41.721188, -87.67495)"
2102,13401 S Avenue M M,10,55,Hegewisch,1,41.651633,-87.537304,1,41.651633,-87.537304,"(41.651633, -87.537304)"
4426,2 N LaSalle St,42,32,Loop,3,41.882046,-87.632427,1,41.882046,-87.632427,"(41.882046, -87.632427)"
137,2001 N Point St,1,22,Logan Square,1,41.917712,-87.694038,0,41.917712,-87.694038,"(41.917712, -87.694038)"
6603,1921 S Blue Island Ave,25,31,Lower West Side,1,41.855715,-87.662739,0,41.855715,-87.662739,"(41.855715, -87.662739)"
6233,1532 W Chicago Ave,1,24,West Town,1,41.896229,-87.666082,1,41.896229,-87.666082,"(41.896229, -87.666082)"
6728,1800 S Morgan St,25,31,Lower West Side,1,41.857916,-87.651663,0,41.857916,-87.651663,"(41.857916, -87.651663)"
1441,1551 E 59th St,5,41,Hyde Park,1,41.787746,-87.587854,1,41.787746,-87.587854,"(41.787746, -87.587854)"
1568,2158 W 95th St,19,72,Beverly,1,41.72122,-87.676506,1,41.72122,-87.676506,"(41.72122, -87.676506)"
1307,1233 W 109th Pl,34,75,Morgan Park,1,41.694835,-87.653041,1,41.694835,-87.653041,"(41.694835, -87.653041)"
1343,1505 W 18th St,25,31,Lower West Side,1,41.856788,-87.664053,1,41.856788,-87.664053,"(41.856788, -87.664053)"
3672,1158 W Pratt Blvd,49,1,Rogers Park,1,42.00568,-87.660129,1,42.00568,-87.660129,"(42.00568, -87.660129)"
178,201 W Adams St,2,32,Loop,1,41.879303,-87.633915,0,41.879303,-87.633915,"(41.879303, -87.633915)"
5250,1256 E 53rd St,4,41,Hyde Park,2,41.799593,-87.595736,1,41.799593,-87.595736,"(41.799593, -87.595736)"
5947,1719 N Damen Ave,32,24,West Town,1,41.912834,-87.677339,1,41.912834,-87.677339,"(41.912834, -87.677339)"
4298,1369 W Grand Ave,27,24,West Town,1,41.890891,-87.661467,1,41.890891,-87.661467,"(41.890891, -87.661467)"
6214,1463 N Milwaukee Ave,1,24,West Town,1,41.908353,-87.674018,1,41.908353,-87.674018,"(41.908353, -87.674018)"
420,1947 W 35th St,11,59,McKinley Park,1,41.830261,-87.674357,0,41.830261,-87.674357,"(41.830261, -87.674357)"
5183,11320 S Western Ave,19,75,Morgan Park,2,41.687596,-87.681204,1,41.687596,-87.681204,"(41.687596, -87.681204)"
44,1530 W Morse Ave,49,1,Rogers Park,1,42.007997,-87.668603,0,42.007997,-87.668603,"(42.007997, -87.668603)"
2903,1147 W Grand Ave,27,24,West Town,2,41.89094,-87.656244,1,41.89094,-87.656244,"(41.89094, -87.656244)"
4021,21 N Wacker Dr,42,32,Loop,1,41.882502,-87.636702,1,41.882502,-87.636702,"(41.882502, -87.636702)"
4923,1323 W 117th St,34,53,West Pullman,1,41.681128,-87.655064,1,41.681128,-87.655064,"(41.681128, -87.655064)"
3495,1310 N Milwaukee Ave,1,24,West Town,2,41.905356,-87.669858,1,41.905356,-87.669858,"(41.905356, -87.669858)"
303,151 E Wacker Dr,42,32,Loop,1,41.888048,-87.623514,0,41.888048,-87.623514,"(41.888048, -87.623514)"
3523,101 W Monroe St,42,32,Loop,2,41.880587,-87.630998,1,41.880587,-87.630998,"(41.880587, -87.630998)"
5106,135 E 103rd St,9,49,Roseland,2,41.706181,-87.61969,1,41.706181,-87.61969,"(41.706181, -87.61969)"
4838,1123 N California Ave,1,24,West Town,2,41.901746,-87.696665,1,41.901746,-87.696665,"(41.901746, -87.696665)"
5963,2128 S Indiana Ave,2,33,Near South Side,1,41.853848,-87.622406,1,41.853848,-87.622406,"(41.853848, -87.622406)"
2316,2225 W Chicago Ave,32,24,West Town,1,41.895703,-87.682673,1,41.895703,-87.682673,"(41.895703, -87.682673)"
812,134 S Wabash Ave,42,32,Loop,2,41.880297,-87.626301,0,41.880297,-87.626301,"(41.880297, -87.626301)"
6520,1029 W 35th St,11,60,Bridgeport,2,41.830539,-87.651757,0,41.830539,-87.651757,"(41.830539, -87.651757)"
2573,1500 W Devon Ave,40,1,Rogers Park,2,41.998205,-87.66811,1,41.998205,-87.66811,"(41.998205, -87.66811)"
4143,10708 S Western Ave,19,75,Morgan Park,1,41.698728,-87.681558,1,41.698728,-87.681558,"(41.698728, -87.681558)"
2369,180 S Clark St,42,32,Loop,3,41.879616,-87.630982,1,41.879616,-87.630982,"(41.879616, -87.630982)"
1184,1440 N Dayton St,32,8,Near North Side,1,41.907562,-87.649524,0,41.907562,-87.649524,"(41.907562, -87.649524)"
1285,1358 E 55th Pl,5,41,Hyde Park,1,41.794918,-87.591845,1,41.794918,-87.591845,"(41.794918, -87.591845)"
2636,101 E Erie St,42,8,Near North Side,1,41.894021,-87.625241,1,41.894021,-87.625241,"(41.894021, -87.625241)"
1348,1241 W 19th St,25,31,Lower West Side,1,41.855973,-87.657847,1,41.855973,-87.657847,"(41.855973, -87.657847)"
355,1527 N Ashland Ave,1,24,West Town,1,41.90967,-87.66749,0,41.90967,-87.66749,"(41.90967, -87.66749)"
2176,1421 W Blackhawk St,32,24,West Town,2,41.906919,-87.663512,1,41.906919,-87.663512,"(41.906919, -87.663512)"
2991,13000 S Houston Ave,10,55,Hegewisch,1,41.658962,-87.548528,1,41.658962,-87.548528,"(41.658962, -87.548528)"
4171,10001 S Woodlawn Ave,8,50,Pullman,5,41.712854,-87.59227,1,41.712854,-87.59227,"(41.712854, -87.59227)"
7091,11001 S Michigan Ave,9,49,Roseland,1,41.694364,-87.620715,0,41.694364,-87.620715,"(41.694364, -87.620715)"
7426,11045 S Kedzie Ave,19,74,Mount Greenwood,1,41.692123,-87.700774,0,41.692123,-87.700774,"(41.692123, -87.700774)"
395,1934 W North Ave,32,24,West Town,2,41.910596,-87.67645,0,41.910596,-87.67645,"(41.910596, -87.67645)"
1120,1655 E 55th St,5,41,Hyde Park,1,41.795086,-87.584612,0,41.795086,-87.584612,"(41.795086, -87.584612)"
6372,1555 N Sheffield Ave,32,8,Near North Side,1,41.910326,-87.652963,1,41.910326,-87.652963,"(41.910326, -87.652963)"
308,178 N Wabash Ave,42,32,Loop,2,41.885244,-87.626383,0,41.885244,-87.626383,"(41.885244, -87.626383)"
3259,1611 W Lawrence Ave,47,3,Uptown,1,41.968742,-87.669737,1,41.968742,-87.669737,"(41.968742, -87.669737)"
7111,1362 N Milwaukee Ave,1,24,West Town,1,41.906547,-87.671736,0,41.906547,-87.671736,"(41.906547, -87.671736)"
4892,1585 N Milwaukee Ave,1,24,West Town,2,41.910197,-87.676856,1,41.910197,-87.676856,"(41.910197, -87.676856)"
5417,1951 N Western Ave,1,22,Logan Square,2,41.917003,-87.687309,1,41.917003,-87.687309,"(41.917003, -87.687309)"
4680,21 E Bellevue Pl,42,8,Near North Side,2,41.901443,-87.627462,1,41.901443,-87.627462,"(41.901443, -87.627462)"
4826,1481 W Erie St,27,24,West Town,1,41.89324,-87.664981,1,41.89324,-87.664981,"(41.89324, -87.664981)"
3636,201 E Pearson St,42,8,Near North Side,2,41.897498,-87.621607,1,41.897498,-87.621607,"(41.897498, -87.621607)"
5363,1601 N Wells St,43,7,Lincoln Park,2,41.91124,-87.634627,1,41.91124,-87.634627,"(41.91124, -87.634627)"
2998,1649 W Howard St,49,1,Rogers Park,2,42.019343,-87.673495,1,42.019343,-87.673495,"(42.019343, -87.673495)"
7068,1909 N Western Ave,1,22,Logan Square,3,41.916071,-87.687185,0,41.916071,-87.687185,"(41.916071, -87.687185)"
6180,1401 W Webster Ave,32,7,Lincoln Park,1,41.921521,-87.663226,1,41.921521,-87.663226,"(41.921521, -87.663226)"
4455,10347 S Ewing Ave,10,52,East Side,2,41.707339,-87.535124,1,41.707339,-87.535124,"(41.707339, -87.535124)"
3844,1058 W Sheridan Rd,49,1,Rogers Park,2,41.99839,-87.657676,1,41.99839,-87.657676,"(41.99839, -87.657676)"
423,1800 W 18th St,25,31,Lower West Side,1,41.857861,-87.671329,0,41.857861,-87.671329,"(41.857861, -87.671329)"
4659,2 N Riverside Plz,42,28,Near West Side,1,41.882008,-87.638908,1,41.882008,-87.638908,"(41.882008, -87.638908)"
3909,10101 S Stony Island Ave,10,51,South Deering,2,41.70838,-87.581455,1,41.70838,-87.581455,"(41.70838, -87.581455)"
1114,1126 E 47th St,4,39,Kenwood,1,41.809754,-87.598464,0,41.809754,-87.598464,"(41.809754, -87.598464)"
4756,1221 W 47th St,3,61,New City,1,41.80859,-87.6561,1,41.80859,-87.6561,"(41.80859, -87.6561)"
5134,1600 N Lake Shore Dr,43,7,Lincoln Park,5,41.913555,-87.623275,1,41.913555,-87.623275,"(41.913555, -87.623275)"
5937,1701 W Division St,1,24,West Town,1,41.903166,-87.670286,1,41.903166,-87.670286,"(41.903166, -87.670286)"
1246,1739 W Division St,1,24,West Town,1,41.903131,-87.6714,0,41.903131,-87.6714,"(41.903131, -87.6714)"
2942,2200 N Halsted St,43,7,Lincoln Park,1,41.921945,-87.648836,1,41.921945,-87.648836,"(41.921945, -87.648836)"
6538,1565 N Milwaukee Ave,1,24,West Town,1,41.909932,-87.676444,0,41.909932,-87.676444,"(41.909932, -87.676444)"
1236,1415 N Ashland Ave,1,24,West Town,1,41.90736,-87.667424,0,41.90736,-87.667424,"(41.90736, -87.667424)"
1418,1301 E 53rd St,4,41,Hyde Park,1,41.799397,-87.594936,1,41.799397,-87.594936,"(41.799397, -87.594936)"
5883,1800 N Lincoln Ave,43,7,Lincoln Park,2,41.915533,-87.634408,1,41.915533,-87.634408,"(41.915533, -87.634408)"
2265,1626 N California Ave,1,24,West Town,2,41.911031,-87.697199,1,41.911031,-87.697199,"(41.911031, -87.697199)"
5847,1801 S Wabash Ave,3,33,Near South Side,1,41.857602,-87.625412,1,41.857602,-87.625412,"(41.857602, -87.625412)"
4450,10200 S Avenue J J,10,52,East Side,2,41.709832,-87.534238,1,41.709832,-87.534238,"(41.709832, -87.534238)"
2551,200 N Dearborn St,42,32,Loop,2,41.885859,-87.629602,1,41.885859,-87.629602,"(41.885859, -87.629602)"
2103,11798 S Avenue O O,10,55,Hegewisch,1,41.681136,-87.54029,1,41.681136,-87.54029,"(41.681136, -87.54029)"
6415,201 W Madison St,2,32,Loop,1,41.881853,-87.633989,1,41.881853,-87.633989,"(41.881853, -87.633989)"
954,211 N Stetson Ave,42,32,Loop,1,41.885954,-87.622122,0,41.885954,-87.622122,"(41.885954, -87.622122)"
432,2200 W Lawrence Ave,47,4,Lincoln Square,2,41.968789,-87.684199,0,41.968789,-87.684199,"(41.968789, -87.684199)"
2158,1605 W Belmont Ave,32,6,Lake View,2,41.939589,-87.668847,1,41.939589,-87.668847,"(41.939589, -87.668847)"
3534,1814 W Montrose Ave,47,4,Lincoln Square,1,41.961574,-87.675096,1,41.961574,-87.675096,"(41.961574, -87.675096)"
6788,1481 W Balmoral Ave,48,77,Edgewater,2,41.979733,-87.66739,0,41.979733,-87.66739,"(41.979733, -87.66739)"
7079,1515 E 71st St,5,43,South Shore,1,41.76577,-87.588025,0,41.76577,-87.588025,"(41.76577, -87.588025)"
5000,1375 E 53rd St,4,41,Hyde Park,2,41.799359,-87.592234,1,41.799359,-87.592234,"(41.799359, -87.592234)"
7115,1664 S Blue Island Ave,25,31,Lower West Side,1,41.858635,-87.660701,0,41.858635,-87.660701,"(41.858635, -87.660701)"
3618,142 E Ontario St,42,8,Near North Side,3,41.893373,-87.62398,1,41.893373,-87.62398,"(41.893373, -87.62398)"
5483,1841 W Irving Park Rd,47,5,North Center,1,41.953999,-87.675101,1,41.953999,-87.675101,"(41.953999, -87.675101)"
5359,1704 N Milwaukee Ave,32,24,West Town,2,41.912259,-87.680639,1,41.912259,-87.680639,"(41.912259, -87.680639)"
3406,1111 S Michigan Ave,2,32,Loop,1,41.868888,-87.62404,1,41.868888,-87.62404,"(41.868888, -87.62404)"
3381,2001 W Melrose St,32,5,North Center,1,41.940343,-87.678619,1,41.940343,-87.678619,"(41.940343, -87.678619)"
3669,2045 W Pratt Blvd,50,2,West Ridge,2,42.005158,-87.681339,1,42.005158,-87.681339,"(42.005158, -87.681339)"
3999,154 N Wabash Ave,42,32,Loop,1,41.884626,-87.626412,1,41.884626,-87.626412,"(41.884626, -87.626412)"
4864,150 N Lake Shore Dr,42,8,Near North Side,7,41.900986,-87.62285,1,41.900986,-87.62285,"(41.900986, -87.62285)"
684,2138 N Halsted St,43,7,Lincoln Park,1,41.920705,-87.648783,0,41.920705,-87.648783,"(41.920705, -87.648783)"
4409,1212 S Plymouth Ct,2,33,Near South Side,2,41.866797,-87.628676,1,41.866797,-87.628676,"(41.866797, -87.628676)"
6282,1549 W Berwyn Ave,40,77,Edgewater,2,41.977866,-87.668995,1,41.977866,-87.668995,"(41.977866, -87.668995)"
1339,1645 W 18th Pl,25,31,Lower West Side,1,41.85672,-87.667501,1,41.85672,-87.667501,"(41.85672, -87.667501)"
3666,1800 S Prairie Ave,2,33,Near South Side,1,41.85779,-87.620905,1,41.85779,-87.620905,"(41.85779, -87.620905)"
4128,10800 S Western Ave,19,75,Morgan Park,3,41.697187,-87.681414,1,41.697187,-87.681414,"(41.697187, -87.681414)"
2563,1348 W Devon Ave,40,1,Rogers Park,3,41.998281,-87.664583,1,41.998281,-87.664583,"(41.998281, -87.664583)"
4974,1167 W 18th St,25,31,Lower West Side,1,41.857163,-87.654219,1,41.857163,-87.654219,"(41.857163, -87.654219)"
1115,1627 N Damen Ave,32,24,West Town,1,41.911227,-87.677309,0,41.911227,-87.677309,"(41.911227, -87.677309)"
1325,1120 W 112th St,34,75,Morgan Park,2,41.689556,-87.650119,1,41.689556,-87.650119,"(41.689556, -87.650119)"
2468,10241 S Commercial Ave,10,51,South Deering,1,41.7092,-87.552366,1,41.7092,-87.552366,"(41.7092, -87.552366)"
6391,174 N Michigan Ave,42,32,Loop,1,41.885104,-87.62466,1,41.885104,-87.62466,"(41.885104, -87.62466)"
1286,1329 E 57th St,5,41,Hyde Park,3,41.791331,-87.593923,1,41.791331,-87.593923,"(41.791331, -87.593923)"
5869,225 W 33rd St,11,34,Armour Square,2,41.834464,-87.632962,1,41.834464,-87.632962,"(41.834464, -87.632962)"
2599,1635 W Division St,1,24,West Town,1,41.90317,-87.668937,1,41.90317,-87.668937,"(41.90317, -87.668937)"
2359,2001 N Clark St,43,7,Lincoln Park,1,41.918511,-87.636035,1,41.918511,-87.636035,"(41.918511, -87.636035)"
2252,1119 W Bryn Mawr Ave,48,77,Edgewater,2,41.983518,-87.658475,1,41.983518,-87.658475,"(41.983518, -87.658475)"
4511,2010 N Damen Ave,32,22,Logan Square,1,41.918097,-87.677807,1,41.918097,-87.677807,"(41.918097, -87.677807)"
4453,10810 S Avenue H H,10,52,East Side,3,41.69875,-87.533011,1,41.69875,-87.533011,"(41.69875, -87.533011)"
6379,1 E Erie St,42,8,Near North Side,1,41.893974,-87.627945,1,41.893974,-87.627945,"(41.893974, -87.627945)"
3232,2221 S Lawndale Ave,22,30,South Lawndale,1,41.851144,-87.717225,1,41.851144,-87.717225,"(41.851144, -87.717225)"
5472,1970 W Lawrence Ave,47,4,Lincoln Square,1,41.968843,-87.678235,1,41.968843,-87.678235,"(41.968843, -87.678235)"
5149,1845 N Larrabee St,43,7,Lincoln Park,2,41.915461,-87.6434,1,41.915461,-87.6434,"(41.915461, -87.6434)"
5164,2022 W Cermak Rd,25,31,Lower West Side,2,41.852303,-87.67655,1,41.852303,-87.67655,"(41.852303, -87.67655)"
5437,111 W Washington St,42,32,Loop,1,41.88309,-87.631314,1,41.88309,-87.631314,"(41.88309, -87.631314)"
450,153 W Ohio St,42,8,Near North Side,1,41.892269,-87.633068,0,41.892269,-87.633068,"(41.892269, -87.633068)"
5488,1734 W Division St,1,24,West Town,1,41.90338,-87.671353,1,41.90338,-87.671353,"(41.90338, -87.671353)"
7110,1281 N Milwaukee Ave,32,24,West Town,1,41.904983,-87.668733,0,41.904983,-87.668733,"(41.904983, -87.668733)"
1571,1201 W 95th St,21,73,Washington Heights,2,41.720172,-87.65316,1,41.720172,-87.65316,"(41.720172, -87.65316)"
3670,1200 W Pratt Blvd,49,1,Rogers Park,1,42.00567,-87.661205,1,42.00567,-87.661205,"(42.00567, -87.661205)"
6892,1101 S Canal St,2,28,Near West Side,5,41.868482,-87.639083,0,41.868482,-87.639083,"(41.868482, -87.639083)"
3267,1003 N Leavitt St,32,24,West Town,1,41.899628,-87.681865,1,41.899628,-87.681865,"(41.899628, -87.681865)"
3012,1400 E Hyde Park Blvd,4,39,Kenwood,2,41.802526,-87.591684,1,41.802526,-87.591684,"(41.802526, -87.591684)"
4765,2200 S Lake Shore Dr,2,33,Near South Side,1,41.855522,-87.615832,1,41.855522,-87.615832,"(41.855522, -87.615832)"
1263,16 W Ontario St,42,8,Near North Side,1,41.893413,-87.628754,0,41.893413,-87.628754,"(41.893413, -87.628754)"
287,1041 N California Ave,1,24,West Town,2,41.900579,-87.696748,0,41.900579,-87.696748,"(41.900579, -87.696748)"
2365,100 N Clark St,42,32,Loop,2,41.883306,-87.63097,1,41.883306,-87.63097,"(41.883306, -87.63097)"
3905,2300 N Stockton Dr,43,7,Lincoln Park,1,41.92382,-87.635923,1,41.92382,-87.635923,"(41.92382, -87.635923)"
7185,1400 W 47th St,3,61,New City,1,41.808746,-87.66026,0,41.808746,-87.66026,"(41.808746, -87.66026)"
1534,2100 E 87th St,8,45,Avalon Park,3,41.73715,-87.57319,1,41.73715,-87.57319,"(41.73715, -87.57319)"
5434,200 W Jackson Blvd,2,32,Loop,3,41.878211,-87.633925,1,41.878211,-87.633925,"(41.878211, -87.633925)"
4025,123 N Wacker Dr,42,32,Loop,1,41.883944,-87.636685,1,41.883944,-87.636685,"(41.883944, -87.636685)"
2065,1713 S Ashland Ave,25,31,Lower West Side,1,41.858264,-87.666101,1,41.858264,-87.666101,"(41.858264, -87.666101)"
3781,2125 W Roscoe St,32,5,North Center,1,41.943038,-87.681785,1,41.943038,-87.681785,"(41.943038, -87.681785)"
1237,1438 N Ashland Ave,1,24,West Town,2,41.908023,-87.667801,0,41.908023,-87.667801,"(41.908023, -87.667801)"
1513,1656 W 79th St,17,71,Auburn Gresham,1,41.750456,-87.665135,1,41.750456,-87.665135,"(41.750456, -87.665135)"
40,125 S Wacker Dr,2,32,Loop,1,41.880302,-87.636523,0,41.880302,-87.636523,"(41.880302, -87.636523)"
4357,1408 W Madison St,27,28,Near West Side,1,41.881652,-87.662645,1,41.881652,-87.662645,"(41.881652, -87.662645)"
691,2105 N California Ave,1,22,Logan Square,1,41.919825,-87.697085,0,41.919825,-87.697085,"(41.919825, -87.697085)"
3698,2300 S Pulaski Rd,22,29,North Lawndale,1,41.849467,-87.72488,1,41.849467,-87.72488,"(41.849467, -87.72488)"
4501,2156 W Belmont Ave,32,5,North Center,1,41.939663,-87.682198,1,41.939663,-87.682198,"(41.939663, -87.682198)"
6887,1919 N Milwaukee Ave,1,22,Logan Square,1,41.916533,-87.686691,0,41.916533,-87.686691,"(41.916533, -87.686691)"
3205,1200 S Lake Shore Dr,2,33,Near South Side,3,41.86517,-87.615542,1,41.86517,-87.615542,"(41.86517, -87.615542)"
3328,2237 W Lunt Ave,50,2,West Ridge,1,42.008606,-87.686831,1,42.008606,-87.686831,"(42.008606, -87.686831)"
3715,180 W Quincy Ct,42,32,Loop,2,41.878887,-87.633125,1,41.878887,-87.633125,"(41.878887, -87.633125)"
3038,1804 W Irving Park Rd,47,5,North Center,1,41.954339,-87.674507,1,41.954339,-87.674507,"(41.954339, -87.674507)"
2371,181 S Clark St,42,32,Loop,2,41.879628,-87.630621,1,41.879628,-87.630621,"(41.879628, -87.630621)"
2147,1338 W Belmont Ave,44,6,Lake View,2,41.939878,-87.662344,1,41.939878,-87.662344,"(41.939878, -87.662344)"
2113,1038 W Balmoral Ave,48,77,Edgewater,2,41.980153,-87.656664,1,41.980153,-87.656664,"(41.980153, -87.656664)"
5191,1309 W 95th St,21,73,Washington Heights,2,41.721109,-87.655776,1,41.721109,-87.655776,"(41.721109, -87.655776)"
4595,1601 N Western Ave,1,24,West Town,1,41.910408,-87.687027,1,41.910408,-87.687027,"(41.910408, -87.687027)"
2543,201 S Dearborn St,42,32,Loop,1,41.879326,-87.629183,1,41.879326,-87.629183,"(41.879326, -87.629183)"
6466,1500 S Lynn White Dr,2,33,Near South Side,1,41.861735,-87.609595,0,41.861735,-87.609595,"(41.861735, -87.609595)"
4080,1411 N Wells St,43,8,Near North Side,1,41.907954,-87.63444,1,41.907954,-87.63444,"(41.907954, -87.63444)"
2512,1401 N Damen Ave,1,24,West Town,1,41.907261,-87.677236,1,41.907261,-87.677236,"(41.907261, -87.677236)"
2153,1317 W Belmont Ave,32,6,Lake View,2,41.9397,-87.661167,1,41.9397,-87.661167,"(41.9397, -87.661167)"
1488,2000 E 71st St,5,43,South Shore,1,41.766333,-87.576154,1,41.766333,-87.576154,"(41.766333, -87.576154)"
6320,160 N LaSalle St,42,32,Loop,2,41.884739,-87.632608,1,41.884739,-87.632608,"(41.884739, -87.632608)"
4518,1150 N Damen Ave,1,24,West Town,2,41.902555,-87.677423,1,41.902555,-87.677423,"(41.902555, -87.677423)"
7365,11050 S Halsted St,34,75,Morgan Park,1,41.693201,-87.642652,0,41.693201,-87.642652,"(41.693201, -87.642652)"
1396,220 W 45th Pl,3,37,Fuller Park,1,41.811804,-87.632093,1,41.811804,-87.632093,"(41.811804, -87.632093)"
1491,1900 E 71st St,5,43,South Shore,1,41.76528,-87.576869,1,41.76528,-87.576869,"(41.76528, -87.576869)"
1500,1756 W 74th St,17,67,West Englewood,1,41.75914,-87.663872,1,41.75914,-87.663872,"(41.75914, -87.663872)"
1560,14 W 95th St,21,49,Roseland,10,41.721787,-87.624939,1,41.721787,-87.624939,"(41.721787, -87.624939)"
7086,107 E 111th St,9,49,Roseland,1,41.692488,-87.620678,0,41.692488,-87.620678,"(41.692488, -87.620678)"
4725,1245 S Loomis St,2,28,Near West Side,5,41.865818,-87.661325,1,41.865818,-87.661325,"(41.865818, -87.661325)"
