AddressLine	City	Municipality	AdminDivision	Country	PostCode	Latitude	Longitude	Phone	IsWiFiHotSpot	IsWheelchairAccessible	Opens	Closes	
761 Beacon St	Newton		MA	USA	02459	42.33075	-71.19173	(339) 555-0144	True	True	700	1800	
205 L St	South Boston		MA	USA	02127	42.33101	-71.03508	(339) 555-0116	False	False	700	1800	
1114 Beacon St	Newton Highlands		MA	USA	02461	42.33107	-71.20799	(339) 555-0111	False	True	800	2200	
202 Washington St	Brookline		MA	USA	02445	42.33248	-71.1184	(339) 555-0177	True	True	900	2400	
4520 San Felipe St	Houston		TX	USA	77027	29.74689	-95.45576	(210) 555-0156	False	False	600	2300	
53 Main St	Florence		MA	USA	01062	42.33483	-72.66907	(339) 555-0123	False	False	600	2300	
579 Monroe St	Detroit		MI	USA	48226	42.33552	-83.04146	(231) 555-0110	False	True	800	2200	
1435 Randolph St	Detroit		MI	USA	48226	42.33563	-83.04523	(231) 555-0125	False	True	700	1800	
6451 Miller Rd	Dearborn		MI	USA	48126	42.33585	-83.16648	(231) 555-0187	False	False	700	1800	
531 E 3rd St	South Boston		MA	USA	02127	42.33631	-71.03861	(339) 555-0197	False	True	800	2200	
7954 Ann Arbor St	Dexter		MI	USA	48130	42.33669	-83.88655	(231) 555-0149	False	True	600	2300	
398 W Broadway	South Boston		MA	USA	02127	42.33729	-71.04877	(339) 555-0107	False	False	900	2400	
6565 N Telegraph Rd	Dearborn Heights		MI	USA	48127	42.3376	-83.27318	(231) 555-0199	False	True	800	2200	
1700 Beacon St	Brookline		MA	USA	02445	42.33875	-71.13906	(339) 555-0114	True	True	700	1800	
2203 Woodward Ave	Detroit		MI	USA	48201	42.33898	-83.0521	(231) 555-0144	False	False	700	1800	
5161 San Felipe St	Houston		TX	USA	77056	29.75011	-95.46566	(210) 555-0193	False	True	800	2200	
32777 Warren Rd	Garden City		MI	USA	48135	42.33917	-83.36407	(231) 555-0136	False	False	800	2200	
37 Russell St	Hadley		MA	USA	01035	42.3392	-72.60965	(339) 555-0160	True	False	700	1800	
2301 Woodward Ave	Detroit		MI	USA	48201	42.33967	-83.0526	(231) 555-0167	False	False	700	1800	
27424 Warren Rd	Westland		MI	USA	48185	42.34073	-83.31239	(231) 555-0172	False	True	800	2200	
238 Harvard St	Brookline		MA	USA	02446	42.34125	-71.12082	(339) 555-0129	False	True	700	1800	
96 Russell St	Hadley		MA	USA	01035	42.34139	-72.59891	(339) 555-0111	False	False	600	2300	
961 Lakehurst Rd	Waukegan		IL	USA	60085	42.34154	-87.89598	(217) 555-0196	False	True	800	2200	
535 Columbus Ave	Roxbury		MA	USA	02118	42.34188	-71.07998	(339) 555-0130	False	True	700	1800	
20612 Warren Ave W	Detroit		MI	USA	48228	42.34292	-83.24228	(231) 555-0161	False	False	700	1800	
480 Columbus Ave	Roxbury		MA	USA	02118	42.34301	-71.07897	(339) 555-0187	False	True	800	2200	
1412 S Voss Rd	Houston		TX	USA	77057	29.75146	-95.50106	(210) 555-0145	True	True	900	2400	
86 Peterborough St	Boston		MA	USA	02215	42.34321	-71.0987	(339) 555-0141	True	True	600	2300	
3131	Detroit		MI	USA	48201	42.34325	-83.06189	(231) 555-0153	False	False	1000	2000	
3910 Main St	McHenry		IL	USA	60050	42.34364	-88.27563	(217) 555-0126	False	True	800	2200	
431 Columbus Ave	Boston		MA	USA	02116	42.34389	-71.07745	(339) 555-0193	True	True	700	1800	
206 Russell St	Hadley		MA	USA	01035	42.34448	-72.5784	(339) 555-0166	False	False	700	1800	
1597 Commonwealth Ave	Brighton		MA	USA	02135	42.34463	-71.14257	(339) 555-0169	False	True	800	2200	
132 Brookline Ave	Boston		MA	USA	02215	42.34526	-71.10075	(339) 555-0189	True	True	700	1800	
1318 N Riverside Dr	McHenry		IL	USA	60050	42.34557	-88.26233	(217) 555-0186	False	False	900	2400	
1032 Beacon St	Brookline		MA	USA	02446	42.34595	-71.10813	(339) 555-0154	False	True	800	2200	
1 Appleton St	Boston		MA	USA	02116	42.3466	-71.06978	(339) 555-0105	False	True	700	1800	
1399 S Voss Rd	Houston		TX	USA	77057	29.75146	-95.50118	(210) 555-0162	False	False	700	1800	
30915 Ann Arbor Trail	Westland		MI	USA	48185	42.3467	-83.34721	(231) 555-0145	False	False	600	2300	
110 Huntington Ave	Boston		MA	USA	02116	42.347	-71.07959	(339) 555-0161	False	False	800	2200	
256 Washington St	Brighton		MA	USA	02135	42.34782	-71.14932	(339) 555-0155	True	False	1000	2000	
867 Boylston St	Boston		MA	USA	02116	42.34863	-71.08307	(339) 555-0135	False	False	700	1800	
265 Northern Ave	South Boston		MA	USA	02210	42.34883	-71.03845	(339) 555-0137	False	True	800	2200	
417 Washington St	Brighton		MA	USA	02135	42.34927	-71.15544	(339) 555-0161	True	True	600	2300	
250 Newbury St	Boston		MA	USA	02116	42.34935	-71.08285	(339) 555-0166	False	False	700	1800	
269 Newbury St	Boston		MA	USA	02116	42.34946	-71.08338	(339) 555-0104	False	True	800	2200	
240 Newbury St	Boston		MA	USA	02116	42.3497	-71.08152	(339) 555-0112	True	True	700	1800	
275 Tremont St	Boston		MA	USA	02116	42.34972	-71.06507	(339) 555-0142	False	False	700	1800	
1515 S Post Oak Ln	Houston		TX	USA	77056	29.75281	-95.46325	(210) 555-0130	False	True	800	2200	
559 Washington St	Brighton		MA	USA	02135	42.34974	-71.16475	(339) 555-0191	False	True	800	2200	
274 Summer St	South Boston		MA	USA	02210	42.34995	-71.04997	(339) 555-0100	False	True	900	2400	
69 Church St	Boston		MA	USA	02116	42.34995	-71.06862	(339) 555-0104	False	False	700	1800	
304 Stuart St	Boston		MA	USA	02116	42.34997	-71.07015	(339) 555-0173	False	True	800	2200	
255 Tremont St	Boston		MA	USA	02116	42.35022	-71.06495	(339) 555-0126	False	True	700	1800	
1245 Commonwealth Ave	Allston		MA	USA	02134	42.35028	-71.13212	(339) 555-0150	False	False	600	2300	
214 Lincoln St	Boston		MA	USA	02111	42.35041	-71.05887	(339) 555-0159	False	True	800	2200	
172 Newbury St	Boston		MA	USA	02116	42.35042	-71.07873	(339) 555-0108	True	True	700	1800	
575 Boylston St	Boston		MA	USA	02116	42.35053	-71.07642	(339) 555-0177	False	False	900	2400	
271 Dartmouth St	Boston		MA	USA	02116	42.3506	-71.07771	(339) 555-0149	False	True	800	2200	
154 SE 1st Ave	Miami		FL	USA	33131	25.77298	-80.19173	(239) 555-0171	True	True	700	1800	
2002 W Gray St	Houston		TX	USA	77019	29.75316	-95.40871	(210) 555-0153	True	True	600	2300	
551 Boylston St	Boston		MA	USA	02116	42.35064	-71.07601	(339) 555-0156	True	True	600	2300	
4222 2nd Ave	Detroit		MI	USA	48201	42.3508	-83.06653	(231) 555-0184	False	False	700	1800	
31 St James Ave	Boston		MA	USA	02116	42.35086	-71.07149	(339) 555-0155	False	False	800	2200	
435 Faneuil St	Brighton		MA	USA	02135	42.35104	-71.16864	(339) 555-0177	False	False	700	1800	
4476 2nd Ave	Detroit		MI	USA	48201	42.35142	-83.06689	(231) 555-0104	False	False	1000	2000	
3401 Riopelle St	Detroit		MI	USA	48207	42.35158	-83.0417	(231) 555-0197	False	True	800	2200	
8 Charles St S	Boston		MA	USA	02116	42.35217	-71.06747	(339) 555-0144	False	True	700	1800	
47 Newbury St	Boston		MA	USA	02116	42.35225	-71.07279	(339) 555-0193	False	False	700	1800	
116 Boylston St	Boston		MA	USA	02116	42.35254	-71.06516	(339) 555-0135	False	True	800	2200	
38413 Joy Rd	Westland		MI	USA	48185	42.35264	-83.42104	(231) 555-0156	True	True	700	1800	
1962 W Gray St	Houston		TX	USA	77019	29.75318	-95.40706	(210) 555-0158	False	False	700	1800	
131 Brighton Ave	Allston		MA	USA	02134	42.3528	-71.13111	(339) 555-0169	False	False	600	2300	
575 Memorial Dr	Cambridge		MA	USA	02139	42.35355	-71.10546	(339) 555-0158	False	True	800	2200	
71 Summer St	Boston		MA	USA	02110	42.35435	-71.05884	(339) 555-0102	True	True	900	2400	
8825 General Dr	Plymouth		MI	USA	48170	42.35452	-83.45366	(231) 555-0111	False	False	700	1800	
125 High St	Boston		MA	USA	02110	42.35588	-71.05345	(339) 555-0147	False	True	800	2200	
267 Franklin St	Boston		MA	USA	02110	42.35682	-71.0535	(339) 555-0195	True	True	600	2300	
274 Franklin St	Boston		MA	USA	02110	42.35683	-71.05348	(339) 555-0146	False	False	700	1800	
102 Broad St	Boston		MA	USA	02110	42.35706	-71.05213	(339) 555-0174	False	True	800	2200	
10 Bosworth St	Boston		MA	USA	02108	42.35708	-71.06008	(339) 555-0138	False	True	700	1800	
281 Franklin St	Boston		MA	USA	02110	42.35718	-71.05292	(339) 555-0108	False	False	900	2400	
1209 Caroline St	Houston		TX	USA	77002	29.75335	-95.36423	(210) 555-0195	False	True	800	2200	
295 Franklin St	Boston		MA	USA	02110	42.3572	-71.05311	(339) 555-0125	False	True	800	2200	
41 Charles St	Boston		MA	USA	02114	42.35741	-71.07022	(339) 555-0164	True	True	730	2330	
42 Charles St	Boston		MA	USA	02114	42.35754	-71.07	(339) 555-0142	False	False	700	1800	
3 Water St	Boston		MA	USA	02109	42.35766	-71.05766	(339) 555-0134	False	False	800	2200	
115 Water St	Boston		MA	USA	02109	42.35784	-71.05482	(339) 555-0184	True	False	700	1800	
65 Broad St	Boston		MA	USA	02109	42.35786	-71.05345	(339) 555-0181	False	False	600	2300	
89 Charles St	Boston		MA	USA	02114	42.35813	-71.07062	(339) 555-0183	False	True	800	2200	
21 Beacon St	Boston		MA	USA	02108	42.35824	-71.06216	(339) 555-0125	True	True	700	1800	
8 Lincoln St	Brighton		MA	USA	02135	42.35851	-71.14541	(339) 555-0191	False	False	700	1800	
2 Devonshire Pl	Boston		MA	USA	02109	42.35852	-71.05731	(339) 555-0147	False	True	800	2200	
414 W Gray St	Houston		TX	USA	77019	29.7535	-95.38669	(210) 555-0122	False	True	700	1800	
1058 Ann Arbor Rd W	Plymouth		MI	USA	48170	42.35882	-83.47261	(231) 555-0136	False	True	600	2300	
28 Myrtle St	Boston		MA	USA	02114	42.3592	-71.06545	(339) 555-0114	False	False	700	1800	
1456 S Sheldon Rd	Plymouth		MI	USA	48170	42.35969	-83.47914	(231) 555-0137	False	True	800	2200	
120 S Market St	Boston		MA	USA	02109	42.35994	-71.0552	(339) 555-0118	False	True	900	2400	
525 Boston Post Rd	Sudbury		MA	USA	01776	42.36027	-71.43555	(339) 555-0110	False	False	730	2330	
55 Boston Post Rd	Wayland		MA	USA	01778	42.36077	-71.33455	(339) 555-0156	False	True	800	2200	
204 Cambridge St	Boston		MA	USA	02114	42.36103	-71.06568	(339) 555-0133	True	True	700	1800	
286 Cambridge St	Boston		MA	USA	02114	42.36126	-71.06796	(339) 555-0151	False	False	1000	2000	
272 Cambridge St	Boston		MA	USA	02114	42.36127	-71.06802	(339) 555-0200	False	True	800	2200	
131 Boston Post Rd	Wayland		MA	USA	01778	42.36157	-71.3472	(339) 555-0158	True	True	700	1800	
515 S Post Oak Blvd	Houston		TX	USA	77027	29.75408	-95.45319	(210) 555-0130	False	False	900	2400	
385 Boston Post Rd	Sudbury		MA	USA	01776	42.36162	-71.41834	(339) 555-0103	False	False	600	2300	
143 Main St	Cambridge		MA	USA	02142	42.36182	-71.08083	(339) 555-0157	False	True	800	2200	
120 N Genesee St	Waukegan		IL	USA	60085	42.36187	-87.83115	(217) 555-0177	False	True	700	1800	
218 Hanover St	Boston		MA	USA	02113	42.36261	-71.05537	(339) 555-0124	False	False	700	1800	
210 Hanover St	Boston		MA	USA	02113	42.36266	-71.05533	(339) 555-0129	False	False	800	2200	
211 Hanover St	Boston		MA	USA	02113	42.36286	-71.05548	(339) 555-0185	False	False	600	2300	
550 Arsenal St	Watertown		MA	USA	02472	42.36288	-71.15836	(339) 555-0164	False	False	700	1800	
54 Salem St	Boston		MA	USA	02113	42.36293	-71.05609	(339) 555-0132	False	True	800	2200	
3 Mechanic St	Boston		MA	USA	02113	42.36293	-71.05523	(339) 555-0149	True	True	1000	2000	
48 Salem St	Boston		MA	USA	02113	42.36295	-71.05607	(339) 555-0140	False	False	700	1800	
1200 McKinney St	Houston		TX	USA	77010	29.75548	-95.36258	(210) 555-0172	False	True	800	2200	
104 Boston Post Rd	Sudbury		MA	USA	01776	42.36297	-71.39343	(339) 555-0133	False	True	800	2200	
237 Hanover St	Boston		MA	USA	02113	42.36302	-71.05518	(339) 555-0118	True	True	700	1800	
226 Hanover St	Boston		MA	USA	02113	42.36304	-71.05516	(339) 555-0191	False	False	700	1800	
175 North St	Boston		MA	USA	02113	42.36313	-71.054	(339) 555-0192	False	True	800	2200	
241 Hanover St	Boston		MA	USA	02113	42.36319	-71.05502	(339) 555-0168	True	True	900	2400	
241 Hanover St	Boston		MA	USA	02113	42.36319	-71.05502	(339) 555-0101	False	False	600	2300	
230 Hanover St	Boston		MA	USA	02113	42.36319	-71.05502	(339) 555-0190	False	True	800	2200	
901 Main St	Cambridge		MA	USA	02139	42.3632	-71.09887	(339) 555-0193	False	True	700	1800	
5101 Washington St	Gurnee		IL	USA	60031	42.36321	-87.92849	(217) 555-0128	False	False	700	1800	
853 Main St	Cambridge		MA	USA	02139	42.36323	-71.09949	(339) 555-0135	False	True	800	2200	
6401 Woodway Dr	Houston		TX	USA	77057	29.75561	-95.49722	(210) 555-0149	True	True	730	2330	
266 Hanover St	Boston		MA	USA	02113	42.36328	-71.05476	(339) 555-0105	True	True	600	2300	
266 Hanover St	Boston		MA	USA	02113	42.36328	-71.05476	(339) 555-0193	False	False	900	2400	
190 North St	Boston		MA	USA	02113	42.36328	-71.05382	(339) 555-0126	False	True	800	2200	
76 Salem St	Boston		MA	USA	02113	42.3633	-71.05575	(339) 555-0189	True	True	700	1800	
135 Richmond St	Boston		MA	USA	02109	42.36341	-71.05454	(339) 555-0100	False	False	700	1800	
63 Salem St	Boston		MA	USA	02113	42.36349	-71.05592	(339) 555-0194	False	False	800	2200	
150 Richmond St	Boston		MA	USA	02109	42.36351	-71.05429	(339) 555-0170	True	False	700	1800	
263 Hanover St	Boston		MA	USA	02113	42.36352	-71.05487	(339) 555-0183	False	False	700	1800	
255 Hanover St	Boston		MA	USA	02113	42.36356	-71.05483	(339) 555-0166	False	True	800	2200	
253 Hanover St	Boston		MA	USA	02113	42.36357	-71.05482	(339) 555-0124	False	True	700	1800	
1201 Louisiana St	Houston		TX	USA	77002	29.75642	-95.36944	(210) 555-0198	False	False	1000	2000	
61 Endicott St	Boston		MA	USA	02113	42.36363	-71.05729	(339) 555-0112	False	False	600	2300	
288 Hanover St	Boston		MA	USA	02113	42.36367	-71.05437	(339) 555-0111	False	True	800	2200	
286 Hanover St	Boston		MA	USA	02113	42.36368	-71.05436	(339) 555-0176	False	True	700	1800	
85 Canal St	Boston		MA	USA	02114	42.36371	-71.05935	(339) 555-0168	False	False	730	2330	
280 Hanover St	Boston		MA	USA	02113	42.36371	-71.05433	(339) 555-0161	False	True	800	2200	
93 Salem St	Boston		MA	USA	02113	42.36373	-71.05578	(339) 555-0108	True	True	600	2300	
272 Hanover St	Boston		MA	USA	02113	42.36375	-71.05429	(339) 555-0107	False	False	700	1800	
11 Parmenter St	Boston		MA	USA	02113	42.36379	-71.05497	(339) 555-0188	False	True	800	2200	
5 North Sq	Boston		MA	USA	02113	42.36381	-71.05333	(339) 555-0191	True	True	700	1800	
3 North Sq	Boston		MA	USA	02113	42.36391	-71.05335	(339) 555-0135	False	False	700	1800	
2817 W Dallas St	Houston		TX	USA	77019	29.75724	-95.39517	(210) 555-0131	False	False	800	2200	
289 Hanover St	Boston		MA	USA	02113	42.36391	-71.05448	(339) 555-0125	False	True	800	2200	
14 Parmenter St	Boston		MA	USA	02113	42.36397	-71.0548	(339) 555-0129	False	True	1000	2000	
98 Salem St	Boston		MA	USA	02113	42.36397	-71.05541	(339) 555-0157	False	False	900	2400	
257 North St	Boston		MA	USA	02113	42.364	-71.05193	(339) 555-0116	False	True	800	2200	
104 Salem St	Boston		MA	USA	02113	42.36421	-71.05548	(339) 555-0159	False	True	700	1800	
109 Salem St	Boston		MA	USA	02113	42.36422	-71.05547	(339) 555-0171	False	False	600	2300	
1234 Soldiers Field Rd	Brighton		MA	USA	02135	42.36423	-71.13668	(339) 555-0101	False	False	800	2200	
319 Hanover St	Boston		MA	USA	02113	42.36423	-71.05415	(339) 555-0165	True	False	700	1800	
6 Prince St	Boston		MA	USA	02113	42.36427	-71.05357	(339) 555-0126	False	False	700	1800	
2 Prince St	Boston		MA	USA	02113	42.36429	-71.0536	(339) 555-0112	False	True	800	2200	
2701 W Dallas St	Houston		TX	USA	77019	29.75726	-95.39487	(210) 555-0167	True	False	700	1800	
10 Bartlett Pl	Boston		MA	USA	02113	42.36434	-71.05603	(339) 555-0186	True	True	600	2300	
112 Salem St	Boston		MA	USA	02113	42.36437	-71.05534	(339) 555-0185	False	False	700	1800	
119 Salem St	Boston		MA	USA	02113	42.3644	-71.05558	(339) 555-0109	False	True	800	2200	
69 Prince St	Boston		MA	USA	02113	42.36442	-71.05433	(339) 555-0167	True	True	700	1800	
326 Hanover St	Boston		MA	USA	02113	42.36446	-71.05358	(339) 555-0155	False	False	700	1800	
355 Hanover St	Boston		MA	USA	02113	42.36457	-71.05381	(339) 555-0172	False	True	800	2200	
351 Hanover St	Boston		MA	USA	02113	42.36459	-71.05379	(339) 555-0134	False	True	900	2400	
187 North St	Newton		MA	USA	02460	42.36461	-71.21894	(339) 555-0122	False	False	700	1800	
116 Salem St	Boston		MA	USA	02113	42.36464	-71.05545	(339) 555-0114	False	True	800	2200	
125 Salem St	Boston		MA	USA	02113	42.36464	-71.05544	(339) 555-0107	True	True	730	2330	
196 SE 1st Ave	Miami		FL	USA	33131	25.77321	-80.19173	(239) 555-0191	False	False	700	1800	
1120 Smith St	Houston		TX	USA	77002	29.75761	-95.36939	(210) 555-0125	False	False	600	2300	
252 Friend St	Boston		MA	USA	02114	42.36465	-71.06099	(339) 555-0199	False	False	600	2300	
333 Hanover St	Boston		MA	USA	02113	42.3647	-71.05369	(339) 555-0161	False	True	800	2200	
29 Prince St	Boston		MA	USA	02113	42.36474	-71.05489	(339) 555-0166	True	True	700	1800	
147 Endicott St	Boston		MA	USA	02113	42.3648	-71.05741	(339) 555-0110	False	False	900	2400	
364 Hanover St	Boston		MA	USA	02113	42.36486	-71.0532	(339) 555-0187	False	True	800	2200	
346 Hanover St	Boston		MA	USA	02113	42.36493	-71.05314	(339) 555-0123	True	True	600	2300	
68 School St	Watertown		MA	USA	02472	42.36499	-71.16628	(339) 555-0167	False	False	700	1800	
379 Hanover St	Boston		MA	USA	02113	42.36501	-71.05341	(339) 555-0121	False	False	800	2200	
326 Commercial St	Boston		MA	USA	02109	42.36504	-71.05098	(339) 555-0131	False	False	700	1800	
415 Hanover St	Boston		MA	USA	02113	42.36563	-71.0529	(339) 555-0156	False	False	700	1800	
915 Capitol St	Houston		TX	USA	77002	29.7591	-95.36362	(210) 555-0105	False	True	800	2200	
18 Mt Auburn St	Watertown		MA	USA	02472	42.36566	-71.18376	(339) 555-0174	False	True	800	2200	
47 Main St	Watertown		MA	USA	02472	42.36591	-71.18574	(339) 555-0170	False	True	700	1800	
425 Hanover St	Boston		MA	USA	02113	42.36598	-71.05293	(339) 555-0125	False	False	730	2330	
162 Salem St	Boston		MA	USA	02113	42.36606	-71.05488	(339) 555-0156	False	True	800	2200	
372 Commercial St	Boston		MA	USA	02109	42.36617	-71.05119	(339) 555-0110	True	True	1000	2000	
86 Main St	Watertown		MA	USA	02472	42.36659	-71.18622	(339) 555-0199	False	False	600	2300	
207 Endicott St	Boston		MA	USA	02113	42.36666	-71.05843	(339) 555-0175	False	True	800	2200	
456 Hanover St	Boston		MA	USA	02113	42.36671	-71.05246	(339) 555-0137	True	True	900	2400	
100 Cambridgeside Pl	Cambridge		MA	USA	02141	42.36726	-71.07719	(339) 555-0187	False	False	700	1800	
195 Mt Auburn St	Watertown		MA	USA	02472	42.36825	-71.17625	(339) 555-0139	False	True	800	2200	
5761 Woodway Dr	Houston		TX	USA	77057	29.76113	-95.48168	(210) 555-0114	True	True	700	1800	
107 Nichols Ave	Watertown		MA	USA	02472	42.3684	-71.16057	(339) 555-0140	False	True	600	2300	
31735 Plymouth Rd	Livonia		MI	USA	48150	42.36856	-83.35676	(231) 555-0175	False	False	700	1800	
32030 Plymouth Rd	Livonia		MI	USA	48150	42.36873	-83.35928	(231) 555-0192	False	True	800	2200	
31630 Plymouth Rd	Livonia		MI	USA	48150	42.36885	-83.35553	(231) 555-0152	False	True	700	1800	
85 River St	Waltham		MA	USA	02453	42.36905	-71.21935	(339) 555-0141	False	False	900	2400	
85 River St	Waltham		MA	USA	02453	42.36905	-71.21935	(339) 555-0171	False	True	800	2200	
180 Maverick St	East Boston		MA	USA	02128	42.36944	-71.03767	(339) 555-0110	True	True	700	1800	
50 River St	Waltham		MA	USA	02453	42.36966	-71.2202	(339) 555-0175	False	False	700	1800	
670 Lothrop Rd	Detroit		MI	USA	48202	42.37012	-83.07839	(231) 555-0139	False	False	800	2200	
2211 Grand Ave	Waukegan		IL	USA	60085	42.37021	-87.86004	(217) 555-0156	True	False	700	1800	
500 Louisiana St	Houston		TX	USA	77002	29.76152	-95.36506	(210) 555-0122	False	False	700	1800	
16 Cooper St	Waltham		MA	USA	02453	42.37151	-71.23375	(339) 555-0130	False	False	600	2300	
57 JFK St	Cambridge		MA	USA	02138	42.37173	-71.1206	(339) 555-0106	False	True	800	2200	
503 Shirley St	Winthrop		MA	USA	02152	42.37178	-70.97024	(339) 555-0198	True	True	700	1800	
81 Mt Auburn St	Cambridge		MA	USA	02138	42.37196	-71.11898	(339) 555-0165	False	False	700	1800	
746 Cambridge St	Cambridge		MA	USA	02141	42.37234	-71.08933	(339) 555-0175	False	True	800	2200	
20 University Rd	Cambridge		MA	USA	02138	42.37249	-71.12386	(339) 555-0177	False	True	600	2300	
25 Park St	Charlestown		MA	USA	02129	42.37251	-71.06139	(339) 555-0196	False	False	1000	2000	
5 Bennett St	Cambridge		MA	USA	02138	42.37268	-71.12309	(339) 555-0177	False	True	800	2200	
7618 Woodward Ave	Detroit		MI	USA	48202	42.37317	-83.07543	(231) 555-0184	True	True	900	2400	
107 Porter St	East Boston		MA	USA	02128	42.37323	-71.03614	(339) 555-0170	False	False	700	1800	
901 Commerce St	Houston		TX	USA	77002	29.76365	-95.35989	(210) 555-0172	False	True	800	2200	
30 Boltwood Ave	Amherst		MA	USA	01002	42.37365	-72.51904	(339) 555-0122	False	True	800	2200	
150 Meridian St	East Boston		MA	USA	02128	42.37371	-71.03898	(339) 555-0164	True	True	700	1800	
120 Meridian St	East Boston		MA	USA	02128	42.37391	-71.03898	(339) 555-0165	False	False	700	1800	
821 Mt Auburn St	Watertown		MA	USA	02472	42.37417	-71.15103	(339) 555-0145	False	True	800	2200	
46 Medford St	Somerville		MA	USA	02143	42.37446	-71.08801	(339) 555-0155	True	True	700	1800	
27 S Pleasant St	Amherst		MA	USA	01002	42.37497	-72.51994	(339) 555-0178	False	False	600	2300	
19 Austin St	Charlestown		MA	USA	02129	42.37517	-71.06525	(339) 555-0126	False	True	800	2200	
22 Central Sq	East Boston		MA	USA	02128	42.37521	-71.03912	(339) 555-0138	False	True	1000	2000	
41661 Plymouth Rd	Plymouth		MI	USA	48170	42.37601	-83.45319	(231) 555-0182	False	False	700	1800	
5250 Grand Ave	Gurnee		IL	USA	60031	42.3762	-87.93223	(217) 555-0174	False	False	800	2200	
4618 Feagan St	Houston		TX	USA	77007	29.76616	-95.40749	(210) 555-0200	False	True	600	2300	
888 Main St	Waltham		MA	USA	02451	42.37621	-71.24665	(339) 555-0116	False	False	600	2300	
895 Main St	Waltham		MA	USA	02451	42.37621	-71.2473	(339) 555-0112	False	False	730	2330	
84 Bennington St	East Boston		MA	USA	02128	42.37639	-71.03542	(339) 555-0100	False	True	800	2200	
889 Main St	Waltham		MA	USA	02451	42.37646	-71.24666	(339) 555-0126	True	True	700	1800	
263 Belmont St	Belmont		MA	USA	02478	42.37671	-71.1623	(339) 555-0119	False	False	700	1800	
468 Main St	Waltham		MA	USA	02452	42.37721	-71.22884	(339) 555-0139	False	True	800	2200	
258 Saratoga St	East Boston		MA	USA	02128	42.37805	-71.03294	(339) 555-0109	True	True	700	1800	
118 Bunker Hill St	Charlestown		MA	USA	02129	42.3781	-71.0594	(339) 555-0189	False	False	700	1800	
195 School St	Waltham		MA	USA	02451	42.37817	-71.23943	(339) 555-0176	False	True	800	2200	
347 Chelsea St	East Boston		MA	USA	02128	42.37869	-71.0289	(339) 555-0159	False	True	900	2400	
3217 Center St	Houston		TX	USA	77007	29.77	-95.3928	(210) 555-0146	False	False	700	1800	
254 Bennington St	East Boston		MA	USA	02128	42.37871	-71.02928	(339) 555-0129	False	False	600	2300	
19 Union Sq	Somerville		MA	USA	02143	42.37967	-71.09618	(339) 555-0117	False	True	800	2200	
387 Chelsea St	East Boston		MA	USA	02128	42.37971	-71.0277	(339) 555-0197	False	True	700	1800	
333 Border St	East Boston		MA	USA	02128	42.38012	-71.04034	(339) 555-0198	False	False	700	1800	
25250 W Lake Shore Dr	Ingleside		IL	USA	60041	42.38173	-88.12607	(217) 555-0132	False	True	800	2200	
445 Somerville Ave	Somerville		MA	USA	02143	42.38221	-71.10279	(339) 555-0133	True	True	600	2300	
147 Huron Ave	Cambridge		MA	USA	02138	42.38257	-71.13073	(339) 555-0142	False	False	900	2400	
1074 Belmont St	Watertown		MA	USA	02472	42.38267	-71.19767	(339) 555-0185	False	True	800	2200	
1144 Saratoga St	East Boston		MA	USA	02128	42.38411	-71.00012	(339) 555-0164	True	True	700	1800	
14000 Middlebelt Rd	Livonia		MI	USA	48154	42.38444	-83.33374	(231) 555-0114	False	False	1000	2000	
14120 Memorial Dr	Houston		TX	USA	77079	29.7702	-95.59232	(210) 555-0129	False	True	800	2200	
4000 Wilmot Rd	McHenry		IL	USA	60050	42.3855	-88.23202	(217) 555-0110	False	False	800	2200	
7680 Grand Ave	Gurnee		IL	USA	60031	42.38578	-87.99143	(217) 555-0198	True	False	700	1800	
1790 Massachusetts Ave	Cambridge		MA	USA	02140	42.38647	-71.1191	(339) 555-0170	False	False	700	1800	
13 Elm St	Somerville		MA	USA	02143	42.38666	-71.11444	(339) 555-0124	False	True	800	2200	
1808 Massachusetts Ave	Cambridge		MA	USA	02140	42.38689	-71.11922	(339) 555-0115	False	True	700	1800	
1808 Massachusetts Ave	Cambridge		MA	USA	02140	42.38689	-71.11922	(339) 555-0171	False	False	600	2300	
1012 Bennington St	East Boston		MA	USA	02128	42.38698	-71.00618	(339) 555-0110	False	True	800	2200	
89 Broadway	Somerville		MA	USA	02145	42.38734	-71.08247	(339) 555-0193	True	True	730	2330	
88 Winnisimmet St	Chelsea		MA	USA	02150	42.38915	-71.03902	(339) 555-0185	False	False	700	1800	
773 Concord Ave	Cambridge		MA	USA	02138	42.39056	-71.15523	(339) 555-0193	False	True	800	2200	
14025 Memorial Dr	Houston		TX	USA	77079	29.77072	-95.59036	(210) 555-0151	False	True	900	2400	
133 Middlesex Ave	Somerville		MA	USA	02145	42.39524	-71.08375	(339) 555-0113	True	True	600	2300	
195 West St	Waltham		MA	USA	02451	42.39536	-71.26949	(339) 555-0194	False	False	700	1800	
265 Elm St	Somerville		MA	USA	02144	42.39571	-71.12215	(339) 555-0104	False	True	800	2200	
168 Everett Ave	Chelsea		MA	USA	02150	42.39577	-71.03953	(339) 555-0115	True	True	700	1800	
123 Kercheval Ave	Grosse Pointe		MI	USA	48236	42.39622	-82.90189	(231) 555-0124	False	False	700	1800	
9 Davis Sq	Somerville		MA	USA	02144	42.39622	-71.12221	(339) 555-0152	False	True	800	2200	
